"Born2Shine"
"Thailand"
"22/06/2026"
"19:20:23"
detection,detectedtime,qrcode detected data
1,19:20:23,co-a4-hc-1.4mm-1
2,19:20:23,co-a4-hc-3.4mm-1
3,19:20:24,co-a4-hc-2mm-1
4,19:20:24,co-a4-hc-2.4mm-1
5,19:20:24,co-a4-hc-2.8mm-1
6,19:20:25,co-a4-hc-1.2mm-1
7,19:20:25,co-a4-hc-1.7mm-1
8,19:20:29,co-a4-hc-2mm-1
9,19:20:29,co-a4-hc-3.4mm-1
