"Born2Shine"
"Thailand"
"20/06/2026"
"14:57:16"
detection,detectedtime,qrcode detected data
1,14:57:16,co-a4-hc-1.7mm-1
2,14:57:16,co-a4-hc-2mm-1
3,14:57:16,co-a4-hc-2.4mm-1
4,14:57:16,co-a4-hc-2.8mm-1
5,14:57:16,co-a4-hc-3.4mm-1
6,14:57:17,co-a4-hc-1.4mm-1
7,14:57:21,co-a4-hc-1.2mm-1
8,14:57:21,co-a4-hc-1.7mm-1
9,14:57:21,co-a4-hc-2mm-1
10,14:57:21,co-a4-hc-2.4mm-1
11,14:57:21,co-a4-hc-2.8mm-1
12,14:57:21,co-a4-hc-3.4mm-1
13,14:57:22,co-a4-hc-1.4mm-1
