"Born2Shine"
"Thailand"
"20/06/2026"
"15:12:45"
detection,detectedtime,qrcode detected data
1,15:12:46,co-a4-hc-2.8mm-1
2,15:12:46,co-a4-hc-3.4mm-1
3,15:12:47,co-a4-hc-1.4mm-1
4,15:12:47,co-a4-hc-1.7mm-1
5,15:12:47,co-a4-hc-2mm-1
6,15:12:47,co-a4-hc-2.4mm-1
7,15:12:49,co-a4-hc-1.2mm-1
8,15:12:50,co-a4-hc-1mm-1
9,15:12:52,co-a4-hc-1.4mm-1
10,15:12:52,co-a4-hc-1.7mm-1
11,15:12:52,co-a4-hc-2mm-1
