"Born2Shine"
"Thailand"
"20/06/2026"
"11:45:34"
detection,detectedtime,qrcode detected data
1,11:45:35,co-a4-hc-1mm-1
2,11:45:35,co-a4-hc-1.2mm-1
3,11:45:35,co-a4-hc-1.4mm-1
4,11:45:35,co-a4-hc-1.7mm-1
5,11:45:35,co-a4-hc-2mm-1
6,11:45:35,co-a4-hc-2.8mm-1
7,11:45:35,co-a4-hc-3.4mm-1
