"Born2Shine"
"Thailand"
"25/06/2026"
"14:13:18"
detection,detectedtime,qrcode detected data
1,14:13:18,co-a4-hc-1mm-1
2,14:13:18,co-a4-hc-1.2mm-1
3,14:13:18,co-a4-hc-1.4mm-1
4,14:13:18,co-a4-hc-1.7mm-1
5,14:13:18,co-a4-hc-2mm-1
6,14:13:18,co-a4-hc-2.4mm-1
7,14:13:18,co-a4-hc-3.4mm-1
8,14:13:18,co-a4-hc-2.8mm-1
