"Born2Shine"
"Thailand"
"20/06/2026"
"14:59:56"
detection,detectedtime,qrcode detected data
1,15:00:24,co-a4-hc-1.7mm-1
2,15:00:28,co-a4-hc-2mm-1
3,15:00:31,co-a4-hc-3.4mm-1
4,15:00:32,co-a4-hc-2.4mm-1
5,15:00:33,co-a4-hc-1.4mm-1
6,15:00:33,co-a4-hc-1.7mm-1
7,15:00:35,co-a4-hc-2mm-1
8,15:00:39,co-a4-hc-1mm-1
9,15:00:39,co-a4-hc-1.2mm-1
10,15:00:39,co-a4-hc-1.4mm-1
11,15:00:39,co-a4-hc-1.7mm-1
12,15:00:39,co-a4-hc-3.4mm-1
