"Born2Shine"
"Thailand"
"20/06/2026"
"17:40:58"
detection,detectedtime,qrcode detected data
1,17:41:01,co-a4-hc-3.4mm-1
2,17:41:02,co-a4-hc-2.8mm-1
3,17:41:08,co-a4-hc-2.4mm-1
4,17:41:08,co-a4-hc-2.8mm-1
5,17:41:08,co-a4-hc-3.4mm-1
6,17:41:10,co-a4-hc-2mm-1
7,17:41:11,co-a4-hc-1.7mm-1
8,17:41:13,co-a4-hc-2.4mm-1
9,17:41:13,co-a4-hc-2.8mm-1
10,17:41:13,co-a4-hc-3.4mm-1
